Gene	Symbol	NormalTranscript	TumorTranscript iLoops	Domain	Disorder	Anchor	PTM
79742	CXorf36	uc004dgg.2	uc004dgi.3	False	True	False	True	False
79746	ECHDC3	uc001ikw.3	uc009xix.2	True	False	True	True	False
79744	ZNF419	uc002qov.2	uc010etz.1	False	False	False	False	False
79745	CLIP4	uc002rmv.2	uc002rmu.2	True	True	True	True	False
1583	CYP11A1	uc002axs.2	uc010bjm.1	False	False	False	False	False
1580	CYP4B1	uc001cqn.3	uc001cqm.3	True	False	False	False	False
145553	MDP1	uc001wnl.1	uc001wnk.1	True	False	True	False	False
8881	CDC16	uc001vul.1	uc001vuk.1	False	False	False	False	False
8881	CDC16	uc001vul.1	uc001vuo.1	False	False	False	False	False
64747	MFSD1	uc003fcl.1	uc011box.1	False	False	True	False	False
80856	KIAA1715	uc002ukc.1	uc002ukd.1	False	False	True	False	False
1728	NQO1	uc002exp.2	uc002exr.2	True	False	False	False	False
1728	NQO1	uc002exp.2	uc002exq.2	True	False	False	False	False
1725	DHPS	uc002muh.1	uc002mug.1	True	False	True	True	False
7186	TRAF2	uc004cjv.2	uc010nbu.2	False	False	False	False	False
7186	TRAF2	uc004cjv.2	uc011mek.1	True	True	False	False	True
7186	TRAF2	uc004cjv.2	uc010nbw.2	False	False	False	False	True
7187	TRAF3	uc001ymc.1	uc010txy.1	True	False	False	False	True
51147	ING4	uc001qpw.3	uc009zet.2	False	False	False	False	False
80148	PQLC1	uc002lnl.2	uc010xfm.1	False	True	True	False	False
140460	ASB7	uc002bwk.2	uc002bwj.2	False	True	True	False	True
140465	MYL6B	uc001sjs.2	uc001sju.1	False	False	False	False	False
80143	SIKE1	uc001efo.3	uc001efp.3	False	False	True	False	False
54839	LRRC49	uc002asw.2	uc010ukf.1	False	False	False	False	False
9452	ITM2A	uc004edh.2	uc011mqr.1	False	False	False	True	False
5655	KLK10	uc002puy.2	uc002puz.2	False	False	False	False	False
5655	KLK10	uc002puy.2	uc002pva.2	False	False	False	False	False
55339	WDR33	uc002tpi.1	uc002tpg.1	True	True	True	True	True
322	APBB1	uc001mdb.1	uc001mdc.1	False	False	False	False	False
27020	NPTN	uc002avt.2	uc002avs.2	True	True	True	False	True
27020	NPTN	uc002avt.2	uc002avr.2	False	False	True	False	False
79649	MAP7D3	uc004ezt.2	uc011mwc.1	False	False	True	True	False
23224	SYNE2	uc010apy.2	uc001xgt.2	False	True	True	True	False
6418	SET	uc011mbj.1	uc004bvt.3	False	False	True	True	False
55573	CDV3	uc003epr.2	uc003epq.2	False	False	True	True	True
55573	CDV3	uc003epr.2	uc003epp.3	False	False	True	True	True
217	ALDH2	uc001tst.2	uc010syi.1	True	False	False	False	False
214	ALCAM	uc003dvy.2	uc010hpp.2	True	True	True	False	True
210	ALAD	uc011lxf.1	uc004bhl.3	True	False	True	True	False
28981	IFT81	uc001tqi.2	uc001tqh.2	False	False	False	False	False
7771	ZFP112	uc002ozc.3	uc010ejj.2	False	False	False	False	False
79648	MCPH1	uc003wqh.2	uc011kwl.1	False	False	True	True	False
55621	TRMT1	uc002mwl.3	uc002mwj.2	False	False	False	False	False
3914	LAMB3	uc001hhh.2	uc009xco.2	False	False	False	False	False
3914	LAMB3	uc001hhh.2	uc001hhg.2	False	False	False	False	False
3910	LAMA4	uc003pvu.2	uc010kea.1	True	True	True	True	True
3910	LAMA4	uc003pvu.2	uc010kdz.1	True	True	True	True	True
3910	LAMA4	uc003pvu.2	uc003pvt.2	False	False	False	False	False
3910	LAMA4	uc003pvv.2	uc010kea.1	True	True	True	True	True
3910	LAMA4	uc003pvu.2	uc003pvv.2	False	False	False	False	False
8310	ACOX3	uc010idk.2	uc003glc.3	False	False	False	False	False
90141	C14orf143	uc001xxt.2	uc001xxw.1	True	True	True	False	True
58486	ZBED5	uc009ygh.2	uc001mji.3	False	False	False	False	False
113278	C20orf54	uc002wed.3	uc002wee.2	False	False	True	False	False
8544	PIR	uc004cwv.2	uc004cwu.2	False	False	False	False	False
22995	CEP152	uc001zwz.2	uc001zwy.2	False	False	False	True	False
834	CASP1	uc001pim.3	uc010rvf.1	True	True	True	True	True
839	CASP6	uc003hzn.1	uc003hzo.1	True	False	False	False	False
10351	ABCA8	uc002jhq.2	uc002jhp.2	True	False	False	False	False
2701	GJA4	uc001bya.2	uc009vum.1	False	False	False	False	False
2702	GJA5	uc001ept.1	uc001eps.1	False	False	False	False	False
9179	AP4M1	uc003utb.3	uc003utd.2	False	False	False	False	False
10682	EBP	uc004djx.3	uc004djy.3	False	False	False	False	False
10682	EBP	uc004djx.3	uc004djz.2	False	False	False	False	False
10681	GNB5	uc002abr.1	uc002abs.1	True	True	False	False	True
6253	RTN2	uc002pcb.2	uc002pcc.2	False	False	False	True	False
6252	RTN1	uc001xen.1	uc001xem.1	False	False	True	True	False
6252	RTN1	uc001xen.1	uc001xek.1	False	False	True	True	True
6251	RSU1	uc001iol.2	uc001iok.2	False	False	False	False	False
6251	RSU1	uc001iol.2	uc001iom.2	True	False	True	True	False
10906	TRAFD1	uc001ttp.2	uc001tto.2	False	False	False	False	False
196740	C10orf72	uc001jhf.2	uc001jhh.2	True	False	True	True	False
196743	PAOX	uc001lmv.2	uc001lmx.2	True	False	True	True	False
79089	TMUB2	uc002ift.2	uc002ifx.2	True	True	True	True	True
79089	TMUB2	uc002ift.2	uc002ifr.2	True	True	True	True	True
25771	TBC1D22A	uc003bib.2	uc003bie.2	True	False	True	True	False
25776	CBY1	uc003awc.2	uc003awb.2	False	False	False	False	False
25778	DSTYK	uc001hbw.2	uc001hbx.2	True	False	False	True	False
3643	INSR	uc002mgd.1	uc002mge.1	False	False	True	False	False
2550	GABBR1	uc003nms.3	uc003nmt.3	True	True	True	True	True
2551	GABPA	uc002yly.3	uc002ylx.3	False	False	False	False	False
90627	STARD13	uc001uuw.2	uc001uuu.2	False	False	True	False	False
90627	STARD13	uc001uuw.2	uc001uuv.2	False	True	True	False	False
112398	EGLN2	uc002opg.3	uc002opi.2	False	False	False	False	False
112398	EGLN2	uc002opg.3	uc002oph.2	False	False	False	False	False
64218	SEMA4A	uc001fnm.2	uc001fnn.2	True	False	False	False	False
64218	SEMA4A	uc001fnm.2	uc001fnl.2	False	False	False	False	False
64218	SEMA4A	uc001fnm.2	uc001fno.2	False	False	False	False	False
64219	PJA1	uc004dxi.2	uc004dxg.2	False	False	True	True	False
64219	PJA1	uc004dxi.2	uc004dxh.2	False	False	True	True	False
29979	UBQLN1	uc004amv.2	uc004amw.2	False	False	True	True	False
26505	CNNM3	uc002swy.2	uc002swz.2	False	True	False	False	True
6787	NEK4	uc003dfq.3	uc011bej.1	True	False	False	False	False
6520	SLC3A2	uc001nwg.2	uc001nwb.2	True	False	True	True	False
6520	SLC3A2	uc001nwg.2	uc001nwd.2	False	False	True	True	False
6520	SLC3A2	uc001nwg.2	uc001nwf.2	False	False	True	True	False
92399	MRRF	uc010mwa.2	uc004bmb.2	False	False	False	False	False
92399	MRRF	uc010mwa.2	uc004bmd.2	False	False	False	False	False
92399	MRRF	uc004bmb.2	uc010mwa.2	False	False	False	False	False
4723	NDUFV1	uc001omj.2	uc001omk.3	False	False	False	False	False
4780	NFE2L2	uc002ulg.3	uc010zfa.1	False	False	False	False	False
4780	NFE2L2	uc002ulg.3	uc002ulh.3	False	False	True	True	False
51306	FAM13B	uc003lbz.2	uc003lcb.2	True	False	True	True	False
51306	FAM13B	uc003lbz.2	uc003lca.2	False	False	True	True	False
51306	FAM13B	uc003lcb.2	uc003lca.2	True	False	True	True	False
51307	FAM53C	uc003lcw.2	uc003lcv.2	False	False	False	False	False
5825	ABCD3	uc001dqn.3	uc009wdr.2	False	False	False	False	True
5825	ABCD3	uc001dqn.3	uc001dqm.3	True	True	True	False	True
637	BID	uc010grb.1	uc002znd.1	False	False	False	False	False
637	BID	uc010grb.1	uc002znc.1	False	False	True	False	False
126119	JOSD2	uc002psp.1	uc002psq.1	False	False	False	False	False
126119	JOSD2	uc002psp.1	uc002psn.1	False	False	False	False	False
126119	JOSD2	uc002psp.1	uc002pso.1	False	False	False	False	False
1119	CHKA	uc001onj.2	uc001onk.2	False	False	True	False	False
26509	MYOF	uc001kin.2	uc001kio.2	True	False	False	False	False
23646	PLD3	uc002onn.2	uc002onm.3	False	False	False	False	False
23646	PLD3	uc002onn.2	uc002onk.3	False	False	False	False	False
26502	NARF	uc002kfg.3	uc002kfj.3	False	False	False	True	False
129293	C2orf89	uc010ysl.1	uc002sou.3	False	True	False	False	False
56947	MFF	uc002vot.2	uc002voz.2	False	False	True	True	False
56947	MFF	uc002vot.2	uc002vov.2	False	False	True	True	False
56947	MFF	uc002vox.2	uc002voz.2	False	False	False	False	False
56947	MFF	uc002vot.2	uc002vow.2	False	False	True	True	False
56947	MFF	uc002vot.2	uc002vox.2	False	False	True	True	False
7168	TPM1	uc002ali.2	uc002alh.2	False	False	True	True	False
7169	TPM2	uc003zxq.2	uc003zxs.2	False	False	True	True	False
7162	TPBG	uc010kbj.2	uc003pjo.2	False	False	False	False	False
7164	TPD52L1	uc003pzz.1	uc003pzw.1	False	False	True	True	False
7164	TPD52L1	uc003pzv.1	uc003pzz.1	False	False	True	True	False
7165	TPD52L2	uc002yhc.2	uc002yhd.2	False	False	False	False	False
7165	TPD52L2	uc002yhc.2	uc002ygz.2	False	False	False	True	False
7165	TPD52L2	uc002yhc.2	uc002yhb.2	False	False	True	True	False
710	SERPING1	uc001nkp.1	uc001nkr.1	False	False	False	False	False
8079	MLF2	uc001qqp.2	uc010sfi.1	False	False	False	False	False
115557	GEFT	uc009zpy.2	uc001spb.2	False	False	True	True	False
631	BFSP1	uc002wpp.2	uc002wpo.2	False	True	True	True	False
5828	PEX2	uc003yax.2	uc003yay.2	False	False	False	False	False
5828	PEX2	uc003yax.2	uc003yaz.2	False	False	False	False	False
93621	MRFAP1	uc003gjh.1	uc003gjg.1	False	False	False	False	False
93621	MRFAP1	uc003gjg.1	uc003gjh.1	False	False	False	False	False
51309	ARMCX1	uc004ehv.2	uc004ehw.2	False	False	False	False	False
57337	SENP7	uc003dut.2	uc003dus.2	True	False	True	True	True
64777	RMND5B	uc003mim.2	uc003mip.2	False	False	False	False	False
64771	C6orf106	uc003ojr.2	uc003ojs.2	False	False	False	False	False
51160	VPS28	uc003zcs.1	uc003zct.1	False	False	True	True	False
51160	VPS28	uc003zcs.1	uc003zcr.1	False	False	False	False	False
66004	LYNX1	uc003yxc.1	uc003yxa.2	False	False	False	False	False
66004	LYNX1	uc003yxc.1	uc003yxe.1	False	False	False	False	False
498	ATP5A1	uc002lbs.1	uc010dnl.1	False	False	False	False	False
498	ATP5A1	uc002lbs.1	uc002lbr.1	False	False	False	False	False
6472	SHMT2	uc001snf.1	uc001sni.1	False	False	False	True	False
6477	SIAH1	uc002efo.1	uc002efn.1	False	False	True	True	False
6474	SHOX2	uc010hvw.2	uc003fbr.2	False	False	False	False	False
6474	SHOX2	uc010hvw.2	uc003fbs.2	False	False	False	True	False
7752	ZNF200	uc002cuk.2	uc002cui.2	True	False	False	True	False
3939	LDHA	uc001mok.3	uc010rdd.1	False	False	True	False	False
3930	LBR	uc001hoy.2	uc001hoz.2	False	False	False	False	False
9906	SLC35E2	uc001aib.1	uc001ahz.2	False	False	True	True	False
9904	RBM19	uc001tvn.3	uc001tvm.2	False	False	False	False	False
9901	SRGAP3	uc003brf.1	uc003brg.1	False	False	True	False	False
9901	SRGAP3	uc003brg.1	uc003brf.1	False	False	True	False	False
9908	G3BP2	uc003hit.2	uc003hir.2	False	False	True	True	False
9908	G3BP2	uc003hir.2	uc003his.2	False	False	False	False	False
9738	CP110	uc002dgk.3	uc002dgl.3	False	False	True	True	False
9738	CP110	uc002dgl.3	uc002dgk.3	False	False	True	True	False
79415	C17orf62	uc002kfb.3	uc002kez.2	False	False	False	False	False
54868	TMEM104	uc010dfx.2	uc002jls.3	False	False	False	False	False
54868	TMEM104	uc010dfx.2	uc010wrf.1	False	True	True	True	False
84750	FUT10	uc003xje.2	uc003xjd.2	False	False	False	False	False
3455	IFNAR2	uc002yrb.2	uc002yrc.2	False	False	False	False	False
84759	PCGF1	uc002slz.2	uc002sly.2	True	True	True	False	True
858	CAV2	uc003vid.2	uc003vie.2	False	True	False	False	False
653361	NCF1	uc003ubb.2	uc010lbs.1	True	True	True	True	True
154141	MBOAT1	uc003ncx.1	uc011dji.1	False	False	True	False	False
4047	LSS	uc002zil.2	uc011afv.1	True	True	False	False	False
3664	IRF6	uc001hhq.1	uc010psm.1	True	True	True	True	True
3664	IRF6	uc001hhq.1	uc009xct.1	False	False	False	False	False
3661	IRF3	uc002pou.2	uc002pot.1	True	False	True	True	False
7746	ZNF193	uc003nkr.1	uc003nkq.1	False	False	False	False	False
7746	ZNF193	uc003nkq.1	uc003nkr.1	False	False	False	False	False
56616	DIABLO	uc010tab.1	uc010taa.1	False	False	True	False	False
56616	DIABLO	uc010tab.1	uc010tad.1	False	False	False	False	False
90423	ATP6V1E2	uc002ruz.2	uc002ruy.2	False	False	False	False	False
57216	VANGL2	uc001fwb.1	uc001fwc.1	False	False	False	False	False
3590	IL11RA	uc011loq.1	uc003zvk.2	False	False	False	False	False
5033	P4HA1	uc001jth.2	uc010qkb.1	True	False	False	False	False
9158	FIBP	uc001oge.2	uc001ogd.2	False	False	True	False	False
55803	ADAP2	uc002hfx.2	uc002hfy.2	True	False	False	False	False
6272	SORT1	uc001dxm.1	uc010ovi.1	False	False	True	True	False
6272	SORT1	uc010ovi.1	uc001dxm.1	False	False	True	True	False
4957	ODF2	uc011mbe.1	uc011maz.1	False	False	True	True	False
113251	LARP4	uc001rwq.1	uc001rws.1	False	False	True	True	False
9732	DOCK4	uc003vfx.2	uc003vfv.2	True	True	True	True	True
90196	SYS1	uc002xnv.2	uc002xnw.1	False	False	True	False	False
55471	C2orf56	uc002rqa.3	uc002rqc.3	True	False	False	False	False
5229	PGGT1B	uc003kqw.3	uc010jch.2	True	True	False	False	False
3069	HDLBP	uc002waz.2	uc002wba.2	False	False	False	False	False
339175	METTL2A	uc002izv.2	uc002izw.2	False	False	True	True	False
5886	RAD23A	uc002mvw.1	uc002mwa.1	True	False	True	False	True
51164	DCTN4	uc003lsv.2	uc010jhi.2	False	False	False	True	False
81839	VANGL1	uc001efv.1	uc009wgy.1	False	False	True	False	False
1117	CHI3L2	uc001eam.2	uc001ean.2	False	False	False	False	False
1117	CHI3L2	uc001eam.2	uc001eao.2	True	False	True	False	False
348180	CTU2	uc002flm.2	uc010cia.2	False	False	True	False	False
348180	CTU2	uc002flm.2	uc002fln.2	False	False	True	False	False
8664	EIF3D	uc003apr.2	uc003apq.2	False	False	False	False	False
9156	EXO1	uc001hzi.2	uc001hzj.2	False	False	True	True	False
79763	ISOC2	uc002qlb.2	uc002qlc.2	True	False	False	False	False
51104	FAM108B1	uc004aim.1	uc004ail.2	False	False	True	False	False
8406	SRPX	uc004ddy.1	uc004ddz.1	False	False	True	False	False
8406	SRPX	uc004ddy.1	uc011mkh.1	True	True	False	False	True
8406	SRPX	uc004ddy.1	uc011mki.1	False	True	True	False	False
4817	NIT1	uc001fxv.1	uc001fxy.1	False	False	False	False	False
4817	NIT1	uc001fxw.2	uc001fxy.1	True	False	True	False	False
4817	NIT1	uc001fxv.1	uc001fxx.1	False	False	False	False	False
220108	FAM124A	uc001vfg.1	uc001vfe.2	False	False	True	True	False
10788	IQGAP2	uc003kek.2	uc003kel.2	True	True	True	True	True
64759	TNS3	uc003tnw.2	uc003tnv.2	False	False	False	False	False
64757	MOSC1	uc001hms.2	uc001hmt.2	True	False	False	False	False
64756	ATPAF1	uc001cqh.2	uc010omg.1	False	False	True	True	False
64755	C16orf58	uc002eci.1	uc002ech.1	False	True	True	True	False
51185	CRBN	uc003bpq.2	uc003bpr.2	False	False	True	True	False
4673	NAP1L1	uc001syb.2	uc001sxx.2	False	False	True	True	False
4673	NAP1L1	uc001syb.2	uc001sxw.2	False	False	True	True	False
954	ENTPD2	uc004ckw.1	uc004ckx.1	False	False	False	False	False
956	ENTPD3	uc003ckd.3	uc010hhy.2	False	False	False	False	False
85363	TRIM5	uc001mbm.1	uc001mbo.2	True	True	True	False	True
85363	TRIM5	uc001mbm.1	uc001mbn.2	True	True	True	False	True
80790	CMIP	uc002fgp.2	uc002fgr.1	False	False	True	True	False
85360	SYDE1	uc002nah.1	uc002nai.1	False	False	True	True	False
85365	ALG2	uc004azf.2	uc004azg.2	True	True	True	False	False
6330	SCN4B	uc001pse.2	uc010rxv.1	True	True	False	False	True
10452	TOMM40	uc002ozx.3	uc002ozy.3	False	False	False	False	False
10452	TOMM40	uc002ozx.3	uc002paa.3	False	False	False	False	False
10451	VAV3	uc001dvj.1	uc001dvk.1	True	True	True	True	True
51435	SCARA3	uc003xga.1	uc003xgb.1	False	True	True	True	True
2108	ETFA	uc002bbt.2	uc010bkq.1	True	False	False	False	False
117581	TWIST2	uc010zny.1	uc010znx.1	False	False	False	False	False
117583	PARD3B	uc002var.1	uc002vap.1	True	True	True	True	False
55544	RBM38	uc010zzj.1	uc010zzk.1	False	False	True	False	False
255426	RASGEF1C	uc003mlr.2	uc003mlp.3	False	True	True	True	True
4067	LYN	uc003xsk.3	uc003xsl.3	True	False	True	False	False
5787	PTPRB	uc001swb.3	uc010stp.1	True	True	False	False	False
5787	PTPRB	uc001swb.3	uc001swc.3	False	True	True	True	True
5783	PTPN13	uc003hqa.2	uc003hqb.2	True	False	True	True	False
5783	PTPN13	uc003hqa.2	uc003hpz.2	True	False	True	False	False
3600	IL15	uc003iis.2	uc003iit.2	False	False	False	False	False
84981	C17orf91	uc002ftf.2	uc002ftg.2	False	False	False	False	False
116113	FOXP4	uc003oql.2	uc003oqm.2	False	False	False	False	False
6938	TCF12	uc002aed.2	uc002aeb.2	False	False	True	True	False
6938	TCF12	uc002aed.2	uc002aec.2	False	False	False	False	False
4238	MFAP3	uc010jib.2	uc011ddb.1	True	True	False	False	True
5595	MAPK3	uc002dws.2	uc002dwv.3	True	False	False	False	False
5595	MAPK3	uc002dws.2	uc002dwt.2	False	False	True	False	False
5594	MAPK1	uc002zvn.2	uc002zvo.2	False	False	False	False	False
89781	HPS4	uc003acl.2	uc003aci.2	False	False	True	False	False
54458	PRR13	uc001sda.3	uc001scz.3	False	False	False	False	False
10390	CEPT1	uc001eai.1	uc001eah.1	False	False	False	False	False
5413	SEPT5	uc002zpv.1	uc002zpz.1	False	True	True	True	True
5413	SEPT5	uc002zpv.1	uc002zpy.1	False	True	True	True	True
83861	RSPH3	uc003qrx.2	uc010kju.2	False	False	True	True	False
1687	DFNA5	uc010kus.1	uc003swz.2	False	False	False	False	False
652	BMP4	uc001xal.3	uc001xan.3	False	False	False	False	False
652	BMP4	uc001xal.3	uc010aoh.2	False	False	False	False	False
652	BMP4	uc001xal.3	uc001xao.3	False	False	False	False	False
10397	NDRG1	uc003yug.2	uc010mee.2	False	False	True	False	False
22808	MRAS	uc003esi.3	uc011bmj.1	True	False	True	False	True
22808	MRAS	uc003esi.3	uc003esh.3	False	False	False	False	False
151306	GPBAR1	uc010zjw.1	uc010zjy.1	False	False	False	False	False
151651	EFHB	uc003cbm.2	uc003cbl.3	False	False	True	True	False
57695	USP37	uc010fvs.1	uc002vig.2	False	False	True	False	False
57695	USP37	uc010fvs.1	uc010zkf.1	False	False	False	False	False
4248	MGAT3	uc010gxy.2	uc003axv.3	False	False	False	False	False
6391	SDHC	uc001gah.2	uc001gag.2	True	False	False	False	False
6391	SDHC	uc001gah.2	uc001gak.2	False	True	False	False	False
1326	MAP3K8	uc001ivj.1	uc009xlf.1	False	False	False	False	False
23774	BRD1	uc011arh.1	uc003biu.3	True	False	True	True	False
6397	SEC14L1	uc010wth.1	uc010wti.1	False	False	False	False	False
6397	SEC14L1	uc010wth.1	uc002jto.2	False	False	False	False	False
6397	SEC14L1	uc010wth.1	uc002jtm.2	False	False	False	False	False
8681	JMJD7-PLA2G4B	uc010bco.2	uc001zon.2	True	True	True	True	True
6455	SH3GL1	uc002maj.2	uc010xig.1	True	False	False	True	False
6455	SH3GL1	uc002maj.2	uc002mak.2	True	False	False	True	False
6455	SH3GL1	uc010xig.1	uc002maj.2	True	False	False	True	False
27065	D4S234E	uc003gib.2	uc003gia.2	False	False	False	False	False
7019	TFAM	uc001jkf.2	uc001jkh.2	True	False	True	True	False
116987	AGAP1	uc002vvs.2	uc002vvt.2	False	False	True	True	True
116983	ACAP3	uc001aeb.2	uc001ady.2	True	False	True	False	False
94241	TP53INP1	uc003yhh.2	uc003yhg.2	False	False	True	True	False
55892	MYNN	uc003fft.2	uc003ffu.2	False	False	False	False	False
55892	MYNN	uc003fft.2	uc010hwo.2	True	True	False	False	False
951	CD37	uc002pnd.2	uc002pne.2	False	False	False	False	False
950	SCARB2	uc003hju.1	uc011cbu.1	False	False	False	False	False
950	SCARB2	uc011cbu.1	uc003hju.1	False	False	False	False	False
952	CD38	uc003gol.1	uc011bxc.1	False	False	False	False	False
10109	ARPC2	uc002vhe.2	uc002vhd.2	False	False	False	False	False
10456	HAX1	uc001fes.2	uc009wov.2	False	False	False	True	False
10456	HAX1	uc001fes.2	uc001fet.2	False	False	True	False	False
10459	MAD2L2	uc001asp.2	uc009vnc.2	False	False	False	False	False
10459	MAD2L2	uc001asp.2	uc001asq.3	False	False	False	False	False
10103	TSPAN1	uc009vyd.1	uc001cpd.2	False	False	False	False	False
163255	ZNF540	uc002ogu.2	uc010efq.2	False	False	False	False	False
163255	ZNF540	uc002ogu.2	uc002ogq.2	False	False	False	False	False
167681	PRSS35	uc003pjz.2	uc010kbm.2	False	False	False	False	False
121457	IKBIP	uc001tfv.2	uc001tfw.2	False	False	True	True	False
8908	GYG2	uc004cqw.1	uc004cqt.1	True	False	False	False	False
8905	AP1S2	uc004cxi.2	uc011mit.1	False	False	True	True	False
9815	GIT2	uc001tps.2	uc001tpw.2	False	True	True	True	False
9815	GIT2	uc001tps.2	uc001tpq.2	False	False	True	True	False
9815	GIT2	uc001tps.2	uc001tpt.2	False	False	True	True	False
283232	TMEM80	uc001lqs.2	uc001lqr.2	False	False	True	False	False
283232	TMEM80	uc001lqr.2	uc001lqs.2	False	False	True	False	False
8692	HYAL2	uc003czv.2	uc003czu.2	False	False	False	False	False
7922	SLC39A7	uc003odf.2	uc003odg.2	False	False	False	False	False
7298	TYMS	uc010dka.1	uc010dkb.1	True	False	False	False	False
7298	TYMS	uc010dka.1	uc010dkc.1	True	False	False	False	False
4939	OAS2	uc001tui.1	uc001tuj.2	False	False	True	False	False
4939	OAS2	uc001tui.1	uc001tuh.2	True	True	True	False	True
54726	OTUD4	uc003ika.3	uc003ijz.3	False	False	True	False	False
54726	OTUD4	uc003ika.3	uc003ikb.3	False	False	True	True	False
54726	OTUD4	uc003ijz.3	uc003ika.3	False	False	True	False	False
54059	C21orf57	uc002zix.2	uc002ziv.2	False	False	False	False	False
55718	POLR3E	uc002dkk.2	uc010vbs.1	False	False	False	True	False
57568	SIPA1L2	uc001hvg.2	uc001hvf.2	True	True	True	True	False
3040	HBA2	uc002cfv.3	uc002cfw.2	False	False	False	False	False
1912	PHC2	uc001bxe.1	uc009vuh.1	False	False	True	True	True
1912	PHC2	uc001bxf.1	uc001bxe.1	True	True	True	True	True
64231	MS4A6A	uc001not.2	uc001nor.2	False	False	True	False	False
840	CASP7	uc001lan.2	uc010qsb.1	False	False	True	True	False
840	CASP7	uc001laq.2	uc010qsb.1	False	False	True	True	False
840	CASP7	uc001lan.2	uc001lam.2	True	False	True	True	True
262	AMD1	uc003puk.1	uc003pul.1	True	False	True	False	False
340542	BEX5	uc004eir.2	uc010nnz.2	False	False	False	False	False
