uc010pwa.1	ENSP00000355632
uc003gxf.2	ENSP00000305964
uc003npn.2	ENSP00000365894
uc011max.1	ENSP00000361966
uc003eul.3	ENSP00000309622
uc003xjj.2	ENSP00000353246
uc009yvp.2	ENSP00000436716
uc010yad.1	ENSP00000403649
uc003fgz.2	ENSP00000231706
uc004aiq.2	ENSP00000436619
uc003wxg.1	ENSP00000355279
uc002uhn.2	ENSP00000234198
uc002xzi.2	ENSP00000360183
uc010dml.2	ENSP00000473119
uc001jpb.2	ENSP00000263559
uc002woi.2	ENSP00000338624
uc003yal.2	ENSP00000428567
uc001uxm.3	ENSP00000315397
uc001gfi.3	ENSP00000271375
uc001sra.2	ENSP00000309240
uc003gmu.2	ENSP00000328551
uc011jps.1	ENSP00000447694
uc001wup.1	ENSP00000306881
uc002eet.2	ENSP00000319918
uc003xzd.2	ENSP00000276603
uc003kff.1	ENSP00000296679
uc001fqu.2	ENSP00000354691
uc001mop.1	ENSP00000280706
uc001eax.2	ENSP00000358752
uc010qvq.1	ENSP00000437216
uc001poc.3	ENSP00000299882
uc001kgb.3	ENSP00000360903
uc010spr.1	ENSP00000377796
uc001qxi.2	ENSP00000431461
uc001caj.1	ENSP00000270824
uc002jwn.2	ENSP00000467437
uc010rlx.1	ENSP00000431797
uc003zkv.3	ENSP00000373570
uc010oar.1	ENSP00000365959
uc003euc.2	ENSP00000376725
uc010gqy.2	ENSP00000338932
uc001uwh.2	ENSP00000419754
uc010tgg.1	ENSP00000389910
uc002hhh.3	ENSP00000322777
uc010rfn.1	ENSP00000391775
uc003owj.2	ENSP00000361134
uc011ckj.1	ENSP00000423984
uc003mvv.2	ENSP00000337194
uc010dyc.1	ENSP00000466559
uc001bmg.1	ENSP00000388792
uc001vyj.2	ENSP00000302324
uc001tom.2	ENSP00000443565
uc011lzw.1	ENSP00000387456
uc002taf.2	ENSP00000348793
uc001ndn.3	ENSP00000367888
uc010cqu.2	ENSP00000388469
uc002irf.2	ENSP00000348878
uc010nuk.2	ENSP00000472712
uc004cbl.2	ENSP00000333920
uc011hqo.1	ENSP00000395436
uc003qai.2	ENSP00000376269
uc002unu.2	ENSP00000380227
uc003bfs.2	ENSP00000379403
uc001syp.2	ENSP00000381007
uc001qeu.2	ENSP00000431922
uc004asl.1	ENSP00000287996
uc001evh.2	ENSP00000271690
uc011mmz.1	ENSP00000471969
uc003bvb.2	ENSP00000432472
uc010qas.1	ENSP00000446452
uc010yav.1	ENSP00000471226
uc002wot.2	ENSP00000217246
uc001sre.2	ENSP00000377252
uc004dlx.1	ENSP00000471039
uc011izs.1	ENSP00000363794
uc002mnq.2	ENSP00000264832
uc003dpa.3	ENSP00000295619
uc001esc.2	ENSP00000463178
uc001sbe.2	ENSP00000373489
uc010zkx.1	ENSP00000348628
uc002ybx.1	ENSP00000359910
uc010olr.1	ENSP00000438871
uc001ipm.2	ENSP00000239761
uc003epx.1	ENSP00000418401
uc002bcg.2	ENSP00000368914
uc003has.2	ENSP00000263923
uc001gcq.1	ENSP00000271452
uc001our.2	ENSP00000323740
uc002nat.3	ENSP00000353112
uc002xro.2	ENSP00000243896
uc003idx.1	ENSP00000377917
uc010ylu.1	ENSP00000409109
uc010jlc.2	ENSP00000389338
uc001rlj.3	ENSP00000070846
uc001vjd.2	ENSP00000440407
uc001wub.3	ENSP00000442529
uc001xlt.1	ENSP00000355110
uc002pej.1	ENSP00000434653
uc011fsp.1	ENSP00000366211
uc002zjy.2	ENSP00000380759
uc002jar.2	ENSP00000376702
uc010kea.1	ENSP00000408604
uc001ohd.2	ENSP00000408484
uc002aws.2	ENSP00000457023
uc010okg.1	ENSP00000411728
uc009wcx.2	ENSP00000446099
uc003grx.1	ENSP00000345206
uc010jkf.1	ENSP00000323714
uc011lwu.1	ENSP00000363375
uc010tdx.1	ENSP00000445043
uc002orp.1	ENSP00000328737
uc001dxp.2	ENSP00000358888
uc001unf.2	ENSP00000372262
uc002yim.3	ENSP00000358773
uc001hkk.1	ENSP00000355923
uc001fpu.2	ENSP00000357199
uc004bze.2	ENSP00000472756
uc001uza.3	ENSP00000415054
uc010yyk.1	ENSP00000442917
uc011hzy.1	ENSP00000241802
uc003bne.1	ENSP00000442518
uc010obh.1	ENSP00000349931
uc002gwq.2	ENSP00000261503
uc001mbt.1	ENSP00000322939
uc011jsl.1	ENSP00000403458
uc001sap.1	ENSP00000307240
uc003ldz.2	ENSP00000354346
uc001tfm.2	ENSP00000447740
uc003vas.2	ENSP00000377367
uc003oly.2	ENSP00000418983
uc001fac.2	ENSP00000334644
uc010zfm.1	ENSP00000387080
uc011eyj.1	ENSP00000365740
uc002cii.1	ENSP00000293879
uc002nbs.1	ENSP00000221700
uc010ldp.2	ENSP00000413885
uc001sdi.3	ENSP00000394116
uc001jxs.3	ENSP00000474686
uc001zve.2	ENSP00000305494
uc003gsf.3	ENSP00000264866
uc004fro.1	ENSP00000406407
uc002lmf.1	ENSP00000444094
uc003bau.2	ENSP00000383949
uc004eqo.2	ENSP00000360890
uc002axm.2	ENSP00000410221
uc003inv.1	ENSP00000274063
uc003voz.2	ENSP00000376924
uc001ywi.2	ENSP00000456779
uc002sgh.2	ENSP00000404515
uc001dmt.2	ENSP00000359512
uc002tlo.2	ENSP00000272520
uc002rjw.1	ENSP00000264720
uc001smb.2	ENSP00000446801
uc011fkb.1	ENSP00000413766
uc001hdu.2	ENSP00000350911
uc001opv.3	ENSP00000301843
uc001imo.3	ENSP00000367868
uc003fsc.2	ENSP00000346614
uc001krc.1	ENSP00000359370
uc003diw.3	ENSP00000309142
uc002iau.2	ENSP00000468678
uc001yfm.1	ENSP00000451068
uc001ffv.2	ENSP00000357430
uc011kge.1	ENSP00000412490
uc011isj.1	ENSP00000229729
uc001sbw.2	ENSP00000369172
uc003jjq.3	ENSP00000421593
uc003uqg.3	ENSP00000222969
uc003ukr.2	ENSP00000443476
uc001fve.3	ENSP00000357060
uc002jpv.2	ENSP00000465010
uc011akz.1	ENSP00000371412
uc002qtg.1	ENSP00000253024
uc001qwz.2	ENSP00000344563
uc002naf.2	ENSP00000221740
uc001wrl.2	ENSP00000371897
uc003dnz.2	ENSP00000295600
uc010jlm.2	ENSP00000425207
uc004dwy.2	ENSP00000417573
uc001iyh.2	ENSP00000341875
uc003dux.2	ENSP00000350936
uc003sum.2	ENSP00000242261
uc010rzg.1	ENSP00000353291
uc001udx.1	ENSP00000394175
uc002ctu.2	ENSP00000371648
uc010orm.1	ENSP00000389536
uc001lok.3	ENSP00000372191
uc001cni.2	ENSP00000347685
uc010qfd.1	ENSP00000363560
uc010kwf.1	ENSP00000405698
uc003oja.2	ENSP00000363230
uc003ejt.2	ENSP00000232744
uc001gzw.2	ENSP00000350310
uc001bla.2	ENSP00000382633
uc002ete.1	ENSP00000290949
uc002ylp.1	ENSP00000420419
uc001gfx.1	ENSP00000327541
uc003uel.2	ENSP00000459989
uc004dal.3	ENSP00000368666
uc010lni.2	ENSP00000440167
uc001rig.1	ENSP00000310335
uc002grl.2	ENSP00000255389
uc001jsn.2	ENSP00000362207
uc002ufa.2	ENSP00000435987
uc002xor.2	ENSP00000342890
uc003cic.2	ENSP00000207870
uc002gqu.1	ENSP00000379149
uc001nqq.2	ENSP00000323280
uc002xlc.2	ENSP00000362096
uc010xud.1	ENSP00000293062
uc003zzq.2	ENSP00000337839
uc003kel.2	ENSP00000379535
uc011mhr.1	ENSP00000415245
uc003trm.1	ENSP00000352019
uc003joe.2	ENSP00000343873
uc001jlt.1	ENSP00000279873
uc001bzx.2	ENSP00000362261
uc011duw.1	ENSP00000377723
uc003vtn.1	ENSP00000384937
uc001mao.1	ENSP00000327540
uc003laz.1	ENSP00000274513
uc003umf.2	ENSP00000369292
uc001khr.2	ENSP00000265990
uc001qoj.2	ENSP00000383702
uc001lgi.2	ENSP00000436682
uc003iur.3	ENSP00000427463
uc001yfc.3	ENSP00000385036
uc001ffx.2	ENSP00000357438
uc003lna.2	ENSP00000387672
uc011eih.1	ENSP00000366233
uc009znc.2	ENSP00000447317
uc003ecj.3	ENSP00000264245
uc010sng.1	ENSP00000445874
uc009ysv.1	ENSP00000377310
uc010lyi.2	ENSP00000416537
uc001zhu.2	ENSP00000390199
uc002yal.2	ENSP00000379019
uc003vvm.2	ENSP00000380692
uc003dxw.2	ENSP00000283285
uc001eew.2	ENSP00000351250
uc001rfa.1	ENSP00000256969
uc002taw.3	ENSP00000289382
uc002kba.2	ENSP00000363873
uc002rls.2	ENSP00000343412
uc001dut.2	ENSP00000397582
uc010lzk.2	ENSP00000427977
uc001atl.1	ENSP00000365760
uc001ehr.1	ENSP00000316339
uc011ifi.1	ENSP00000402139
uc002qmf.2	ENSP00000465463
uc002kuu.2	ENSP00000306598
uc009ydf.2	ENSP00000391826
uc003bad.2	ENSP00000379769
uc010vnf.1	ENSP00000404053
uc003zlt.2	ENSP00000432393
uc011jks.1	ENSP00000391720
uc011ffg.1	ENSP00000365131
uc001iha.2	ENSP00000419923
uc003ejx.2	ENSP00000381176
uc001udj.1	ENSP00000253083
uc002wge.1	ENSP00000278772
uc003pus.2	ENSP00000357844
uc001ppi.3	ENSP00000395359
uc003cdh.2	ENSP00000332296
uc003htg.2	ENSP00000369527
uc003pqp.3	ENSP00000397026
uc003buf.2	ENSP00000321856
uc002zhl.1	ENSP00000308895
uc001nyq.3	ENSP00000407970
uc011hck.1	ENSP00000448072
uc001mln.2	ENSP00000282096
uc002xtk.2	ENSP00000361066
uc003mkw.3	ENSP00000374455
uc003uai.2	ENSP00000461809
uc001jdf.1	ENSP00000379020
uc002qzz.2	ENSP00000263663
uc010dxs.2	ENSP00000397783
uc011ikn.1	ENSP00000383261
uc010plf.1	ENSP00000442763
uc003tuq.2	ENSP00000378740
uc001blo.2	ENSP00000431817
uc011alq.1	ENSP00000443025
uc002epw.2	ENSP00000455851
uc001wip.3	ENSP00000380502
uc001fkt.2	ENSP00000376204
uc001xjr.1	ENSP00000216452
uc002syu.2	ENSP00000410070
uc003nfh.3	ENSP00000420614
uc010eiu.1	ENSP00000469037
uc003zyh.2	ENSP00000259667
uc010bdp.2	ENSP00000438260
uc003wcr.1	ENSP00000339867
uc003ecd.2	ENSP00000418116
uc009wyb.2	ENSP00000258317
uc001irz.2	ENSP00000379723
uc001wus.2	ENSP00000250379
uc010dvy.1	ENSP00000324756
uc002lyy.3	ENSP00000390941
uc001ibk.2	ENSP00000444184
uc004amq.1	ENSP00000328615
uc002yww.2	ENSP00000381907
uc001hkz.1	ENSP00000418629
uc002kzw.1	ENSP00000335144
uc003gtb.2	ENSP00000261439
uc010bvi.2	ENSP00000382342
uc001sja.2	ENSP00000450264
uc001uzp.2	ENSP00000368459
uc001wlk.2	ENSP00000334701
uc003pbu.2	ENSP00000359951
uc002ppw.1	ENSP00000326767
uc001rdy.2	ENSP00000326238
uc002yqi.2	ENSP00000371939
uc001exw.1	ENSP00000389130
uc003aze.2	ENSP00000216218
uc002tem.3	ENSP00000283195
uc010gwp.2	ENSP00000336636
uc010ujs.1	ENSP00000401133
uc003ckk.2	ENSP00000322265
uc004dre.2	ENSP00000471401
uc004ekk.2	ENSP00000305648
uc001nns.2	ENSP00000227451
uc002nbb.3	ENSP00000263381
uc011eqw.1	ENSP00000398123
uc010dyd.2	ENSP00000252440
uc004drz.2	ENSP00000471752
uc003wie.2	ENSP00000387657
uc003hva.3	ENSP00000378342
uc001cyz.3	ENSP00000360269
uc010efm.2	ENSP00000396402
uc001cbx.2	ENSP00000380755
uc001rvu.2	ENSP00000413241
uc003xim.1	ENSP00000345168
uc001unc.3	ENSP00000348521
uc001xgr.2	ENSP00000450605
uc003jvp.2	ENSP00000283006
uc002weu.3	ENSP00000371229
uc002iup.2	ENSP00000328181
uc011fxt.1	ENSP00000365625
uc001utf.1	ENSP00000369858
uc001axs.2	ENSP00000364870
uc010rip.1	ENSP00000395086
uc002exk.1	ENSP00000338806
uc003prh.2	ENSP00000358062
uc003oav.1	ENSP00000391745
uc003bva.1	ENSP00000429608
uc002ihz.2	ENSP00000258960
uc011kuh.1	ENSP00000419856
uc001ttx.2	ENSP00000340944
uc003otw.1	ENSP00000259708
uc001sec.2	ENSP00000377878
uc010jxt.2	ENSP00000437476
uc010smh.1	ENSP00000443475
uc002sdu.2	ENSP00000272369
uc011gjy.1	ENSP00000405960
uc001gts.3	ENSP00000256785
uc003bai.2	ENSP00000337627
uc001jgu.2	ENSP00000412461
uc002avs.2	ENSP00000290401
uc010xdr.1	ENSP00000397322
uc003jme.1	ENSP00000274242
uc002bau.2	ENSP00000311427
uc010tvb.1	ENSP00000409787
uc003kzo.1	ENSP00000378451
uc002mko.2	ENSP00000304198
uc002rbh.2	ENSP00000370936
uc002mlx.2	ENSP00000293648
uc003drh.1	ENSP00000320679
uc003emn.2	ENSP00000323973
uc002lej.3	ENSP00000342531
uc003mci.3	ENSP00000231668
uc010zia.1	ENSP00000440467
uc001qwk.2	ENSP00000228434
uc001rli.2	ENSP00000320658
uc002hkl.2	ENSP00000293275
uc003oyf.1	ENSP00000275016
uc002vah.3	ENSP00000324890
uc002wzx.2	ENSP00000344308
uc002hqu.2	ENSP00000225428
uc003fix.3	ENSP00000413251
uc001tzr.2	ENSP00000336607
uc010qod.1	ENSP00000442343
uc001nlo.3	ENSP00000437327
uc003auw.2	ENSP00000371085
uc002bdu.3	ENSP00000453887
uc001fuz.2	ENSP00000357065
uc001gzf.1	ENSP00000338435
uc003frs.1	ENSP00000438891
uc003iza.1	ENSP00000384957
uc003xoa.2	ENSP00000429553
uc001uzf.3	ENSP00000391747
uc004eiy.3	ENSP00000472530
uc002vsk.1	ENSP00000386527
uc003tft.2	ENSP00000394000
uc001kpa.1	ENSP00000260702
uc003eyq.3	ENSP00000308479
uc003deq.2	ENSP00000338302
uc011lmi.1	ENSP00000445427
uc010ymi.1	ENSP00000439303
uc010ltd.2	ENSP00000440900
uc011cgy.1	ENSP00000226319
uc002nou.2	ENSP00000335042
uc010csq.2	ENSP00000439738
uc002cfo.2	ENSP00000348809
uc010vsg.1	ENSP00000403701
uc011cye.1	ENSP00000239926
uc003tgu.2	ENSP00000348602
uc002yto.2	ENSP00000370543
uc004arn.1	ENSP00000337635
uc001iad.3	ENSP00000351539
uc001keu.2	ENSP00000361064
uc009yxn.1	ENSP00000282249
uc004fbx.2	ENSP00000469205
uc001oce.1	ENSP00000398911
uc010vnh.1	ENSP00000367911
uc002sny.2	ENSP00000303206
uc002zvt.3	ENSP00000381773
uc002lhz.2	ENSP00000251047
uc002ioo.1	ENSP00000422879
uc003qrs.2	ENSP00000353631
uc004bpo.2	ENSP00000377646
uc003srk.2	ENSP00000223145
uc002olm.2	ENSP00000367806
uc002agm.2	ENSP00000346032
uc010orb.1	ENSP00000443090
uc002pux.1	ENSP00000366028
uc002lmn.2	ENSP00000352667
uc011efw.1	ENSP00000437850
uc002pri.1	ENSP00000470156
uc002crd.2	ENSP00000301738
uc003gyt.2	ENSP00000423014
uc003jou.2	ENSP00000282588
uc010paw.1	ENSP00000358190
uc003iuc.2	ENSP00000414544
uc002obb.2	ENSP00000340719
uc010vmb.1	ENSP00000408007
uc003fsd.2	ENSP00000376256
uc011jaz.1	ENSP00000396876
uc011fka.1	ENSP00000389352
uc001jwi.2	ENSP00000286621
uc009ymh.1	ENSP00000406485
uc010snv.1	ENSP00000412530
uc001sem.2	ENSP00000446680
uc002mwk.2	ENSP00000221504
uc003hfj.2	ENSP00000400585
uc010ake.1	ENSP00000386212
uc003trv.2	ENSP00000341938
uc010woi.1	ENSP00000444969
uc001xym.1	ENSP00000442853
uc011lty.1	ENSP00000344758
uc002oxl.2	ENSP00000262888
uc001fni.2	ENSP00000357283
uc001mrj.3	ENSP00000368516
uc003nrl.2	ENSP00000406811
uc010xbs.1	ENSP00000445733
uc011jvj.1	ENSP00000403636
uc010cac.2	ENSP00000370662
uc003drz.1	ENSP00000377748
uc002jxi.2	ENSP00000461522
uc009wdy.1	ENSP00000418527
uc002anm.2	ENSP00000261884
uc001meh.2	ENSP00000379975
uc002hpy.2	ENSP00000308901
uc011iwg.1	ENSP00000398123
uc001ygi.3	ENSP00000374529
uc010pyg.1	ENSP00000437918
uc002lwq.2	ENSP00000467366
uc002nua.2	ENSP00000466442
uc001ybp.2	ENSP00000451010
uc001fmh.1	ENSP00000357306
uc011htb.1	ENSP00000365002
uc001qlh.2	ENSP00000438590
uc003qkd.2	ENSP00000376124
uc010uza.1	ENSP00000459626
uc001gzh.1	ENSP00000255416
uc001tcs.2	ENSP00000449392
uc002ixm.1	ENSP00000464285
uc010wlm.1	ENSP00000418729
uc002jzz.1	ENSP00000363891
uc001kui.2	ENSP00000312408
uc001wia.3	ENSP00000384768
uc003dwa.2	ENSP00000384170
uc003dix.3	ENSP00000306010
uc001vrv.3	ENSP00000397068
uc010omp.1	ENSP00000398192
uc011jlg.1	ENSP00000365081
uc002bfu.2	ENSP00000258884
uc003cqo.2	ENSP00000292314
uc003sqd.3	ENSP00000404785
uc003vwd.3	ENSP00000417287
uc001pfo.1	ENSP00000445706
uc001tpi.1	ENSP00000443611
uc003unl.2	ENSP00000265735
uc011bpt.1	ENSP00000410185
uc001byn.2	ENSP00000362427
uc003soe.2	ENSP00000385845
uc004bnw.1	ENSP00000353092
uc001aru.2	ENSP00000383690
uc011hmg.1	ENSP00000324222
uc003djw.3	ENSP00000437652
uc011awl.1	ENSP00000385865
uc001vmd.3	ENSP00000366084
uc001nqr.2	ENSP00000340628
uc002kwj.3	ENSP00000353608
uc001ypi.2	ENSP00000329447
uc010zqj.1	ENSP00000441506
uc002nvs.1	ENSP00000405219
uc002dhx.2	ENSP00000261378
uc011gtb.1	ENSP00000313603
uc003tke.3	ENSP00000223361
uc001rrr.2	ENSP00000316898
uc011dbs.1	ENSP00000274562
uc002tul.2	ENSP00000383979
uc004exv.2	ENSP00000298090
uc001dik.2	ENSP00000359795
uc002xjq.1	ENSP00000453548
uc002oqb.3	ENSP00000375863
uc003uie.2	ENSP00000402390
uc010oqq.1	ENSP00000413407
uc002ign.2	ENSP00000366299
uc004eth.2	ENSP00000414253
uc003upd.1	ENSP00000297293
uc001jwg.2	ENSP00000361831
uc002qzt.2	ENSP00000438534
uc003ium.3	ENSP00000422763
uc010wrw.1	ENSP00000463288
uc011cgt.1	ENSP00000423582
uc011eni.1	ENSP00000391177
uc010kcc.2	ENSP00000352131
uc001ogf.2	ENSP00000311695
uc002jnp.2	ENSP00000245551
uc004dyy.2	ENSP00000363193
uc009zgw.2	ENSP00000322487
uc004chf.1	ENSP00000360803
uc002pdr.2	ENSP00000304004
uc003fxr.2	ENSP00000376184
uc001vgv.2	ENSP00000367276
uc002loq.3	ENSP00000264554
uc003mjt.3	ENSP00000414887
uc003vmu.2	ENSP00000345096
uc010wwd.1	ENSP00000464766
uc002oql.2	ENSP00000440225
uc003kuf.2	ENSP00000309141
uc001zoo.3	ENSP00000371886
uc002hez.1	ENSP00000261714
uc010tqn.1	ENSP00000261699
uc003nib.1	ENSP00000312158
uc002gag.1	ENSP00000354828
uc001mef.2	ENSP00000379975
uc002ihk.2	ENSP00000411528
uc002amr.2	ENSP00000261891
uc009zwh.2	ENSP00000341117
uc003jhz.2	ENSP00000438469
uc011bbw.1	ENSP00000438731
uc002elh.2	ENSP00000219235
uc010sqz.1	ENSP00000440514
uc003ufd.3	ENSP00000378326
uc009yod.2	ENSP00000414002
uc003hki.2	ENSP00000334879
uc011cgo.1	ENSP00000425355
uc002tma.2	ENSP00000019103
uc002mdj.2	ENSP00000465804
uc010edq.1	ENSP00000403441
uc002mcf.2	ENSP00000292123
uc003yhu.1	ENSP00000401248
uc010ncb.2	ENSP00000386935
uc011cis.1	ENSP00000442943
uc010wau.1	ENSP00000410279
uc002bir.2	ENSP00000381591
uc001unm.2	ENSP00000302924
uc001ufo.1	ENSP00000445162
uc001jde.1	ENSP00000379033
uc002nhh.2	ENSP00000437978
uc010tvs.1	ENSP00000450549
uc011avx.1	ENSP00000373288
uc002zci.2	ENSP00000381266
uc001hzd.2	ENSP00000355511
uc001adl.1	ENSP00000329137
uc002fvq.2	ENSP00000263080
uc010bik.1	ENSP00000454029
uc001ndq.2	ENSP00000378844
uc003jeq.2	ENSP00000280326
uc011ifq.1	ENSP00000397376
uc001hzz.1	ENSP00000355498
uc003cep.2	ENSP00000282538
uc002clk.1	ENSP00000324510
uc003tzz.2	ENSP00000460978
uc010jew.1	ENSP00000378335
uc003wsd.2	ENSP00000303532
uc003qnx.1	ENSP00000229447
uc011dzy.1	ENSP00000430985
uc002ruk.1	ENSP00000386509
uc002gna.3	ENSP00000387157
uc002evr.2	ENSP00000219345
uc011hsy.1	ENSP00000410347
uc001xgx.2	ENSP00000335551
uc002xkw.2	ENSP00000362130
uc001kls.3	ENSP00000224337
uc009yrh.2	ENSP00000386995
uc003xmd.1	ENSP00000428466
uc001yma.1	ENSP00000453650
uc010ejg.2	ENSP00000300823
uc001owb.2	ENSP00000289575
uc002dhj.3	ENSP00000456378
uc004euk.1	ENSP00000441489
uc002qwg.2	ENSP00000272067
uc010txy.1	ENSP00000445998
uc003tyx.2	ENSP00000459531
uc004dte.2	ENSP00000364293
uc001kpp.3	ENSP00000349147
uc010iwv.2	ENSP00000423405
uc002kve.2	ENSP00000320291
uc001hpo.2	ENSP00000272134
uc010tup.1	ENSP00000377577
uc010wre.1	ENSP00000376388
uc001fhm.2	ENSP00000357384
uc003oqj.2	ENSP00000362175
uc002olx.2	ENSP00000205143
uc004cfz.1	ENSP00000360846
uc003uqe.2	ENSP00000222968
uc003xnk.2	ENSP00000343854
uc001sqt.2	ENSP00000261187
uc009zge.1	ENSP00000411997
uc001kon.2	ENSP00000348593
uc001vbc.2	ENSP00000368082
uc001lvh.2	ENSP00000300632
uc002pjk.2	ENSP00000270238
uc003sjo.3	ENSP00000265846
uc011ibv.1	ENSP00000363817
uc003hiq.2	ENSP00000412365
uc010cjd.2	ENSP00000431116
uc002uak.3	ENSP00000387078
uc010mpf.2	ENSP00000390703
uc003xin.2	ENSP00000418721
uc004dny.3	ENSP00000371144
uc003oau.1	ENSP00000413391
uc011ivp.1	ENSP00000391743
uc010hik.2	ENSP00000296088
uc004auv.2	ENSP00000364486
uc001xew.3	ENSP00000327255
uc004exr.2	ENSP00000359826
uc003yyf.2	ENSP00000433958
uc011iqw.1	ENSP00000364978
uc003wkc.2	ENSP00000417512
uc004ckj.1	ENSP00000419378
uc003bhx.2	ENSP00000354313
uc002rpn.2	ENSP00000263918
uc002dvp.2	ENSP00000455624
uc002ith.1	ENSP00000013034
uc011cfd.1	ENSP00000389252
uc004eot.2	ENSP00000389627
uc011ccv.1	ENSP00000295887
uc002sdn.2	ENSP00000381540
uc004bsp.1	ENSP00000362235
uc004fkx.2	ENSP00000469981
uc011kav.1	ENSP00000413507
uc010joc.2	ENSP00000445215
uc003tdi.2	ENSP00000385261
uc001xpy.2	ENSP00000451112
uc002orj.1	ENSP00000381600
uc001hgo.2	ENSP00000354358
uc004cgz.2	ENSP00000360811
uc011hsl.1	ENSP00000365065
uc003iho.1	ENSP00000368867
uc010stg.1	ENSP00000444830
uc001kwq.2	ENSP00000339479
uc003hfs.2	ENSP00000389219
uc004ela.2	ENSP00000416120
uc010iqb.1	ENSP00000368550
uc001hnx.2	ENSP00000355843
uc002oap.2	ENSP00000466044
uc001jfi.1	ENSP00000379020
uc002rqn.1	ENSP00000234195
uc001pul.2	ENSP00000461346
uc003etu.2	ENSP00000376733
uc001ymw.3	ENSP00000303698
uc004drb.1	ENSP00000470740
uc001nes.1	ENSP00000384204
uc002rzx.3	ENSP00000385021
uc002ass.2	ENSP00000299213
uc003lln.2	ENSP00000421826
uc011hgn.1	ENSP00000363812
uc001pgx.2	ENSP00000432907
uc001owp.3	ENSP00000337972
uc004bpw.2	ENSP00000377627
uc010qxm.1	ENSP00000436397
uc003bet.2	ENSP00000370568
uc002vuv.3	ENSP00000303174
uc002hhz.2	ENSP00000367832
uc003yfd.2	ENSP00000265814
uc003gth.3	ENSP00000261438
uc001nxa.2	ENSP00000378116
uc002qsp.2	ENSP00000306756
uc001dax.2	ENSP00000360157
uc010lgq.2	ENSP00000398304
uc001pzd.1	ENSP00000433881
uc002hoq.2	ENSP00000421962
uc001ftp.3	ENSP00000357103
uc001mhw.2	ENSP00000315630
uc001odb.2	ENSP00000366395
uc002afa.1	ENSP00000299022
uc002vjd.1	ENSP00000258411
uc002jwg.1	ENSP00000312767
uc002emx.1	ENSP00000299237
uc011fox.1	ENSP00000363964
uc011fnw.1	ENSP00000364076
uc002dzn.2	ENSP00000457287
uc002onm.3	ENSP00000387022
uc009xjt.2	ENSP00000412256
uc001wti.2	ENSP00000374348
uc003iec.3	ENSP00000274026
uc011jtq.1	ENSP00000391010
uc009vly.1	ENSP00000367130
uc002nvb.3	ENSP00000413964
uc010uvr.1	ENSP00000457416
uc001xxi.2	ENSP00000370031
uc011djt.1	ENSP00000438425
uc011jzm.1	ENSP00000283921
uc002iyq.2	ENSP00000269127
uc001ujf.2	ENSP00000365837
uc010yah.1	ENSP00000391622
uc001zjp.2	ENSP00000391887
uc002dvf.2	ENSP00000456824
uc002arr.1	ENSP00000432440
uc001rmo.2	ENSP00000353213
uc001ogw.2	ENSP00000434829
uc010zny.1	ENSP00000405176
uc002tdn.2	ENSP00000283148
uc003kqm.2	ENSP00000375081
uc002uhb.1	ENSP00000386397
uc003gbx.2	ENSP00000381532
uc001fig.2	ENSP00000342814
uc004cwg.1	ENSP00000381378
uc011ees.1	ENSP00000444121
uc001uvq.2	ENSP00000414147
uc001mpg.2	ENSP00000305766
uc010qnv.1	ENSP00000440763
uc001txe.2	ENSP00000333374
uc003gnp.2	ENSP00000410722
uc010pxo.1	ENSP00000355580
uc003mej.3	ENSP00000261942
uc003jck.2	ENSP00000399806
uc003coz.1	ENSP00000350256
uc002gwu.2	ENSP00000378893
uc002mnn.2	ENSP00000306902
uc011dlb.1	ENSP00000401978
uc002xud.2	ENSP00000360922
uc010cgg.2	ENSP00000454523
uc011gxy.1	ENSP00000395436
uc002ely.2	ENSP00000342981
uc001kaj.2	ENSP00000378080
uc002gav.1	ENSP00000250066
uc002awm.2	ENSP00000395576
uc010tou.1	ENSP00000450469
uc002kxh.2	ENSP00000257190
uc002vwz.1	ENSP00000264601
uc004euw.2	ENSP00000360103
uc002ksm.1	ENSP00000262173
uc001bui.2	ENSP00000362711
uc003vjq.3	ENSP00000309772
uc002keq.2	ENSP00000331500
uc010ojr.1	ENSP00000403974
uc003ess.2	ENSP00000417642
uc003yhd.2	ENSP00000379437
uc011eve.1	ENSP00000414905
uc003pgn.3	ENSP00000257765
uc011asn.1	ENSP00000392059
uc001bgp.3	ENSP00000363745
uc002uez.2	ENSP00000407083
uc004auw.3	ENSP00000408025
uc010hqa.2	ENSP00000377502
uc001gkk.2	ENSP00000420714
uc004cxa.1	ENSP00000389326
uc001wvq.2	ENSP00000379434
uc003fws.2	ENSP00000380671
uc002dal.2	ENSP00000330509
uc011gfx.1	ENSP00000379134
uc002ltk.2	ENSP00000466670
uc002jhi.2	ENSP00000376475
uc002lux.1	ENSP00000300960
uc001sdw.1	ENSP00000267017
uc001unu.2	ENSP00000382896
uc003jlu.2	ENSP00000426346
uc004fhc.2	ENSP00000407642
uc011bmj.1	ENSP00000419582
uc002bpk.3	ENSP00000346348
uc010cqq.1	ENSP00000462630
uc010hct.2	ENSP00000396064
uc001arr.1	ENSP00000366207
uc002wkm.1	ENSP00000368773
uc001toi.1	ENSP00000228495
uc003pyc.2	ENSP00000376288
uc001klb.3	ENSP00000265993
uc009xjz.1	ENSP00000366545
uc003qam.2	ENSP00000333934
uc011hyb.1	ENSP00000401172
uc002mhm.2	ENSP00000471974
